2024-05-04 18:33:39,2.56,19693868 ,19693868 ,21000000 ,1330950419204
2024-05-04 18:35:54,2.56,19693868 ,19693868 ,21000000 ,1330950419204
2024-05-04 18:38:51,2.56,19693868 ,19693868 ,21000000 ,1331340746759
2024-05-04 18:39:03,2.56,19693868 ,19693868 ,21000000 ,1331340746759
2024-05-04 18:39:05,2.56,19693868 ,19693868 ,21000000 ,1331340746759
2024-05-04 18:40:02,2.56,19693868 ,19693868 ,21000000 ,1331340746759
2024-05-04 18:45:02,2.56,19693868 ,19693868 ,21000000 ,1331317990794
2024-05-04 18:50:01,2.55,19693868 ,19693868 ,21000000 ,1338322275302
2024-05-04 18:55:02,2.56,19693868 ,19693868 ,21000000 ,1342719066867
2024-05-04 19:00:01,2.58,19693868 ,19693868 ,21000000 ,1345403181759
2024-05-04 19:05:01,2.59,19693868 ,19693868 ,21000000 ,1345961420704
2024-05-04 19:10:02,2.60,19693868 ,19693868 ,21000000 ,1350411456535
2024-05-04 19:15:01,2.61,19693868 ,19693868 ,21000000 ,1349933686921
2024-05-04 19:20:02,2.62,19693868 ,19693868 ,21000000 ,1350774982504
2024-05-04 19:25:01,2.63,19693868 ,19693868 ,21000000 ,1348292426422
2024-05-04 19:30:02,2.63,19693868 ,19693868 ,21000000 ,1350933437914
2024-05-04 19:35:01,2.63,19693868 ,19693868 ,21000000 ,1350612482121
2024-05-04 19:40:02,2.64,19693868 ,19693868 ,21000000 ,1348342696867
2024-05-04 19:45:01,2.65,19693868 ,19693868 ,21000000 ,1347515184584
2024-05-04 19:50:01,2.65,19693868 ,19693868 ,21000000 ,1347515184584
2024-05-04 19:55:02,2.66,19693868 ,19693868 ,21000000 ,1345375545315
2024-05-04 20:00:03,2.67,19693868 ,19693868 ,21000000 ,1340207321698
2024-05-04 20:05:03,2.67,19693868 ,19693868 ,21000000 ,1341200355395
2024-05-04 20:10:01,2.65,19693868 ,19693868 ,21000000 ,1341331011587
2024-05-04 20:15:02,2.65,19693868 ,19693868 ,21000000 ,1343528353350
2024-05-04 20:20:02,2.66,19693868 ,19693868 ,21000000 ,1341187194800
2024-05-04 20:25:01,2.65,19693868 ,19693868 ,21000000 ,1342723695120
2024-05-04 20:30:02,2.65,19693868 ,19693868 ,21000000 ,1342568125241
2024-05-04 20:35:01,2.65,19693868 ,19693868 ,21000000 ,1343288686286
2024-05-04 20:40:01,2.66,19693868 ,19693868 ,21000000 ,1342177296706
2024-05-04 20:45:02,2.60,19693868 ,19693868 ,21000000 ,1340948207537
2024-05-04 20:50:01,2.57,19693868 ,19693868 ,21000000 ,1342746071722
2024-05-04 20:55:02,2.55,19693868 ,19693868 ,21000000 ,1341610770258
2024-05-04 21:00:03,2.52,19693868 ,19693868 ,21000000 ,1342548270126
2024-05-04 21:05:02,2.49,19693868 ,19693868 ,21000000 ,1344204944210
2024-05-04 21:10:02,2.49,19693868 ,19693868 ,21000000 ,1345311009209
2024-05-04 21:15:03,2.42,19693868 ,19693868 ,21000000 ,1343704749287
2024-05-04 21:20:03,2.41,19693921 ,19693921 ,21000000 ,1343397429307
2024-05-04 21:25:03,2.39,19693921 ,19693921 ,21000000 ,1339987982297
2024-05-04 21:30:01,2.38,19693921 ,19693921 ,21000000 ,1341381911720
2024-05-04 21:35:04,2.36,19693921 ,19693921 ,21000000 ,1337813494604
2024-05-04 21:40:01,2.36,19693921 ,19693921 ,21000000 ,1337813494604
2024-05-04 21:45:01,2.34,19693921 ,19693921 ,21000000 ,1336471778098
2024-05-04 21:50:02,2.31,19693921 ,19693921 ,21000000 ,1334310299701
2024-05-04 21:55:03,2.29,19693921 ,19693921 ,21000000 ,1337299359536
2024-05-04 22:00:02,2.28,19693921 ,19693921 ,21000000 ,1337509223637
2024-05-04 22:05:01,2.27,19693921 ,19693921 ,21000000 ,1336722449687
2024-05-04 22:10:03,2.21,19693921 ,19693921 ,21000000 ,1337726717347
2024-05-04 22:15:02,2.19,19693921 ,19693921 ,21000000 ,1336792295548
2024-05-04 22:20:01,2.19,19693921 ,19693921 ,21000000 ,1337131017839
2024-05-04 22:30:01,2.16,19693921 ,19693921 ,21000000 ,1337754780413
2024-05-04 22:40:02,2.13,19693921 ,19693921 ,21000000 ,1339072501730
2024-05-04 23:00:01,2.11,19693921 ,19693921 ,21000000 ,1340476876274
2024-05-05 15:30:02,1.57,19694262 ,19694262 ,21000000 ,1336773443110
2024-05-05 16:00:02,1.58,19694262 ,19694262 ,21000000 ,1339287748428
2024-05-05 16:30:02,1.58,19694262 ,19694262 ,21000000 ,1340385066475
2024-05-05 17:00:01,1.60,19694262 ,19694262 ,21000000 ,1340666028892
2024-05-05 17:30:02,1.61,19694262 ,19694262 ,21000000 ,1337041993463
2024-05-05 18:00:01,1.61,19694262 ,19694262 ,21000000 ,1337787033349
2024-05-05 18:30:02,1.61,19694300 ,19694300 ,21000000 ,1337924361938
2024-05-05 19:00:01,1.55,19694300 ,19694300 ,21000000 ,1335667689632
2024-05-05 19:30:02,1.46,19694300 ,19694300 ,21000000 ,1339197630686
2024-05-05 20:00:02,1.44,19694300 ,19694300 ,21000000 ,1341134133087
2024-05-05 20:30:02,1.41,19694300 ,19694300 ,21000000 ,1338728627552
2024-05-05 21:00:02,1.40,19694300 ,19694300 ,21000000 ,1338162737226
2024-05-05 21:30:02,1.39,19694353 ,19694353 ,21000000 ,1349164573260
2024-05-05 22:00:01,1.40,19694353 ,19694353 ,21000000 ,1347839706129
2024-05-05 22:30:02,1.41,19694353 ,19694353 ,21000000 ,1341679503111
2024-05-05 23:00:01,1.41,19694353 ,19694353 ,21000000 ,1344340115391
2024-05-06 09:30:03,1.40,19694578 ,19694578 ,21000000 ,1353815116978
2024-05-06 10:00:02,1.38,19694578 ,19694578 ,21000000 ,1347392363649
2024-05-06 10:30:02,1.38,19694578 ,19694578 ,21000000 ,1347854834944
2024-05-06 11:00:01,1.38,19694578 ,19694578 ,21000000 ,1344943631643
2024-05-06 11:30:02,1.39,19694578 ,19694578 ,21000000 ,1341190899853
2024-05-06 12:00:01,1.38,19694578 ,19694578 ,21000000 ,1340521844181
2024-05-06 12:30:02,1.38,19694653 ,19694653 ,21000000 ,1343530628135
2024-05-06 13:00:01,1.39,19694653 ,19694653 ,21000000 ,1345968602189
2024-05-06 13:30:02,1.40,19694653 ,19694653 ,21000000 ,1348883936365
2024-05-06 14:00:02,1.41,19694653 ,19694653 ,21000000 ,1348240118899
2024-05-06 14:30:01,1.43,19694653 ,19694653 ,21000000 ,1351136606570
2024-05-06 15:00:02,1.44,19694653 ,19694653 ,21000000 ,1349182215874
2024-05-06 15:30:01,1.44,19694712 ,19694712 ,21000000 ,1350228616837
2024-05-06 16:00:01,1.45,19694712 ,19694712 ,21000000 ,1353341663818
2024-05-06 16:30:03,1.46,19694712 ,19694712 ,21000000 ,1364449690121
2024-05-06 17:00:01,1.55,19694712 ,19694712 ,21000000 ,1370877293277
2024-05-06 17:30:01,1.57,19694712 ,19694712 ,21000000 ,1369994700236
2024-05-06 17:58:54,1.59,19694712 ,19694712 ,21000000 ,1368432678750
2024-05-06 18:00:01,1.59,19694712 ,19694712 ,21000000 ,1368432678750
2024-05-06 21:00:02,1.92,19694756 ,19694756 ,21000000 ,1332625018937
2024-05-06 21:30:02,1.96,19694800 ,19694800 ,21000000 ,1336516592974
2024-05-06 22:00:01,1.96,19694800 ,19694800 ,21000000 ,1340839708815
2024-05-06 22:30:02,1.98,19694800 ,19694800 ,21000000 ,1347278551462
2024-05-07 11:00:01,2.36,19694950 ,19694950 ,21000000 ,1336370179626
2024-05-07 11:30:02,2.36,19694950 ,19694950 ,21000000 ,1335709938984
2024-05-07 12:00:02,2.42,19694950 ,19694950 ,21000000 ,1328001154154
2024-05-07 12:30:02,2.43,19694996 ,19694996 ,21000000 ,1327990676555
2024-05-07 13:00:01,2.43,19694996 ,19694996 ,21000000 ,1330856775224
2024-05-07 13:30:02,2.43,19694996 ,19694996 ,21000000 ,1331885800679
2024-05-07 14:00:02,2.44,19694996 ,19694996 ,21000000 ,1334585359696
2024-05-07 14:30:01,2.43,19694996 ,19694996 ,21000000 ,1335560492828
2024-05-07 15:00:01,2.44,19694996 ,19694996 ,21000000 ,1336409762281
2024-05-07 15:30:01,2.43,19695050 ,19695050 ,21000000 ,1336872015863
2024-05-07 16:00:02,2.43,19695050 ,19695050 ,21000000 ,1338493390275
2024-05-07 16:30:01,2.40,19695050 ,19695050 ,21000000 ,1343311299754
2024-05-07 17:00:02,2.35,19695050 ,19695050 ,21000000 ,1351062581106
2024-05-07 17:30:01,2.33,19695050 ,19695050 ,21000000 ,1349434606147
2024-05-07 18:00:02,2.33,19695050 ,19695050 ,21000000 ,1348871073971
2024-05-07 18:30:02,2.34,19695100 ,19695100 ,21000000 ,1340468509196
2024-05-07 19:00:02,2.27,19695100 ,19695100 ,21000000 ,1346288676914
2024-05-07 19:30:04,2.23,19695100 ,19695100 ,21000000 ,1345991114355
